Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 15 --cchihh_no_blocks --seed 1 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: disabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1874.7
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Full-space block: len=2400
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0966381
Gen 50: best_fit = 0.0809449
Gen 100: best_fit = 0.0764549
Gen 150: best_fit = 0.0758148
Gen 200: best_fit = 0.0750321
Gen 250: best_fit = 0.0729068
Gen 300: best_fit = 0.0720315
Gen 350: best_fit = 0.071463
Gen 400: best_fit = 0.0707176
Gen 450: best_fit = 0.0698825
Gen 500: best_fit = 0.0692111
Gen 550: best_fit = 0.0678388
Gen 600: best_fit = 0.0673395
Gen 650: best_fit = 0.0665375
Gen 700: best_fit = 0.0652733
Gen 750: best_fit = 0.064897
Gen 800: best_fit = 0.0641644
Gen 850: best_fit = 0.0637358
Gen 900: best_fit = 0.0633232
Gen 950: best_fit = 0.0625175
Gen 1000: best_fit = 0.0614651
Gen 1050: best_fit = 0.0602882
Gen 1100: best_fit = 0.0597842
Gen 1150: best_fit = 0.0590414
